sourcedId,givenName,familyName,middleName,email,phone,dateOfBirth,sex,grade,school,schoolCode,schoolName,Address,City,State,ZipCode,ParentName,ParentPhone,ParentEmail,CaseManager,ServiceMinutes,Goals,Notes,Plan,SpeechProvider,MHProvider,OTProvider,ReviewDate,ReevalDate,MeetingDate,MedicalNotes,Vision,Hearing,CAASPP,ELPAC,period1TeacherId,period1Subject,period1Room,period2TeacherId,period2Subject,period2Room,period3TeacherId,period3Subject,period3Room,period4TeacherId,period4Subject,period4Room,period5TeacherId,period5Subject,period5Room,period6TeacherId,period6Subject,period6Room,period7TeacherId,period7Subject,period7Room
123456806,First17,Last17,R,student17@school.edu,555-0117,2008-06-18,F,9,Central High School,CHS,Central High School,117 Main St,Anytown,CA,90210,Parent17,555-0217,parent17@email.com,CaseManager3,90,Goal for student 17,Notes for student 17,Plan 3,Speech3,MH2,OT2,2024-06-15,2024-12-15,2024-06-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000314,1Subject,Photography,1Room,309,2TeacherId,1000315,2Subject,Geography,2Room,301,3TeacherId,1000327,3Subject,Writing,3Room,206,4TeacherId,1000311,4Subject,Art,4Room,302,5TeacherId,1000315,5Subject,Calculus,5Room,204,6TeacherId,1000323,6Subject,Biology,6Room,304,7TeacherId,1000338,7Subject,Art,7Room,205
123456807,First18,Last18,S,student18@school.edu,555-0118,2008-07-19,M,10,Central High School,CHS,Central High School,118 Main St,Anytown,CA,90210,Parent18,555-0218,parent18@email.com,CaseManager4,120,Goal for student 18,Notes for student 18,Plan 1,Speech1,MH1,OT1,2024-07-15,2024-13-15,2024-07-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000318,1Subject,French,1Room,204,2TeacherId,1000318,2Subject,Geometry,2Room,203,3TeacherId,1000342,3Subject,French,3Room,107,4TeacherId,100038,4Subject,Economics,4Room,109,5TeacherId,100032,5Subject,Drama,5Room,301,6TeacherId,100039,6Subject,Geography,6Room,204,7TeacherId,1000317,7Subject,Algebra,7Room,108
123456808,First19,Last19,T,student19@school.edu,555-0119,2008-08-20,F,11,Central High School,CHS,Central High School,119 Main St,Anytown,CA,90210,Parent19,555-0219,parent19@email.com,CaseManager5,150,Goal for student 19,Notes for student 19,Plan 2,Speech2,MH2,OT2,2024-08-15,2024-14-15,2024-08-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000343,1Subject,Psychology,1Room,309,2TeacherId,100032,2Subject,Geometry,2Room,201,3TeacherId,1000317,3Subject,Sociology,3Room,309,4TeacherId,100037,4Subject,Computer Science,4Room,202,5TeacherId,1000341,5Subject,Music,5Room,202,6TeacherId,1000332,6Subject,Photography,6Room,304,7TeacherId,100034,7Subject,English,7Room,105
123456809,First20,Last20,U,student20@school.edu,555-0120,2008-09-21,M,8,Central High School,CHS,Central High School,120 Main St,Anytown,CA,90210,Parent20,555-0220,parent20@email.com,CaseManager1,60,Goal for student 20,Notes for student 20,Plan 3,Speech3,MH1,OT1,2024-09-15,2024-15-15,2024-09-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000328,1Subject,Art,1Room,106,2TeacherId,100034,2Subject,Science,2Room,108,3TeacherId,1000327,3Subject,Literature,3Room,303,4TeacherId,100036,4Subject,Economics,4Room,309,5TeacherId,100033,5Subject,Chemistry,5Room,309,6TeacherId,100038,6Subject,Geography,6Room,303,7TeacherId,1000342,7Subject,Geometry,7Room,306
123456810,First21,Last21,V,student21@school.edu,555-0121,2008-10-22,F,9,Central High School,CHS,Central High School,121 Main St,Anytown,CA,90210,Parent21,555-0221,parent21@email.com,CaseManager2,90,Goal for student 21,Notes for student 21,Plan 1,Speech1,MH2,OT2,2024-10-15,2024-16-15,2024-10-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000328,1Subject,Government,1Room,102,2TeacherId,100032,2Subject,Health,2Room,310,3TeacherId,1000331,3Subject,Writing,3Room,309,4TeacherId,1000316,4Subject,Algebra,4Room,210,5TeacherId,1000323,5Subject,Economics,5Room,309,6TeacherId,1000328,6Subject,History,6Room,103,7TeacherId,1000345,7Subject,Computer Science,7Room,207
123456811,First22,Last22,W,student22@school.edu,555-0122,2008-11-23,M,10,Central High School,CHS,Central High School,122 Main St,Anytown,CA,90210,Parent22,555-0222,parent22@email.com,CaseManager3,120,Goal for student 22,Notes for student 22,Plan 2,Speech2,MH1,OT1,2024-11-15,2024-17-15,2024-11-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000327,1Subject,French,1Room,204,2TeacherId,100035,2Subject,Government,2Room,110,3TeacherId,1000326,3Subject,Geography,3Room,302,4TeacherId,1000330,4Subject,Math,4Room,203,5TeacherId,1000328,5Subject,Geometry,5Room,304,6TeacherId,1000323,6Subject,Science,6Room,303,7TeacherId,1000345,7Subject,Grammar,7Room,207
123456812,First23,Last23,X,student23@school.edu,555-0123,2008-12-24,F,11,Central High School,CHS,Central High School,123 Main St,Anytown,CA,90210,Parent23,555-0223,parent23@email.com,CaseManager4,150,Goal for student 23,Notes for student 23,Plan 3,Speech3,MH2,OT2,2024-12-15,2024-18-15,2024-12-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000324,1Subject,Science,1Room,304,2TeacherId,100036,2Subject,Grammar,2Room,201,3TeacherId,1000320,3Subject,Art,3Room,110,4TeacherId,1000334,4Subject,Spanish,4Room,202,5TeacherId,1000327,5Subject,Physics,5Room,205,6TeacherId,1000343,6Subject,German,6Room,204,7TeacherId,1000342,7Subject,French,7Room,309
123456813,First24,Last24,Y,student24@school.edu,555-0124,2008-01-25,M,8,Central High School,CHS,Central High School,124 Main St,Anytown,CA,90210,Parent24,555-0224,parent24@email.com,CaseManager5,60,Goal for student 24,Notes for student 24,Plan 1,Speech1,MH1,OT1,2024-01-15,2024-07-15,2024-01-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000313,1Subject,French,1Room,303,2TeacherId,100037,2Subject,Geography,2Room,307,3TeacherId,1000321,3Subject,Science,3Room,205,4TeacherId,1000319,4Subject,Writing,4Room,102,5TeacherId,1000333,5Subject,Grammar,5Room,307,6TeacherId,1000330,6Subject,Grammar,6Room,206,7TeacherId,1000335,7Subject,Geography,7Room,210
123456814,First25,Last25,Z,student25@school.edu,555-0125,2008-02-26,F,9,Central High School,CHS,Central High School,125 Main St,Anytown,CA,90210,Parent25,555-0225,parent25@email.com,CaseManager1,90,Goal for student 25,Notes for student 25,Plan 2,Speech2,MH2,OT2,2024-02-15,2024-08-15,2024-02-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000345,1Subject,Science,1Room,102,2TeacherId,1000316,2Subject,Spanish,2Room,303,3TeacherId,1000329,3Subject,Physical Education,3Room,104,4TeacherId,1000311,4Subject,Biology,4Room,207,5TeacherId,1000327,5Subject,Geography,5Room,209,6TeacherId,1000335,6Subject,Writing,6Room,207,7TeacherId,1000345,7Subject,Chemistry,7Room,210
123456815,First26,Last26,A,student26@school.edu,555-0126,2008-03-27,M,10,Central High School,CHS,Central High School,126 Main St,Anytown,CA,90210,Parent26,555-0226,parent26@email.com,CaseManager2,120,Goal for student 26,Notes for student 26,Plan 3,Speech3,MH1,OT1,2024-03-15,2024-09-15,2024-03-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000316,1Subject,Economics,1Room,208,2TeacherId,1000342,2Subject,Biology,2Room,201,3TeacherId,1000312,3Subject,Writing,3Room,310,4TeacherId,1000337,4Subject,Cooking,4Room,302,5TeacherId,1000334,5Subject,Chemistry,5Room,310,6TeacherId,1000336,6Subject,Computer Science,6Room,106,7TeacherId,1000343,7Subject,Photography,7Room,206
123456816,First27,Last27,B,student27@school.edu,555-0127,2008-04-28,F,11,Central High School,CHS,Central High School,127 Main St,Anytown,CA,90210,Parent27,555-0227,parent27@email.com,CaseManager3,150,Goal for student 27,Notes for student 27,Plan 1,Speech1,MH2,OT2,2024-04-15,2024-10-15,2024-04-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000327,1Subject,Cooking,1Room,108,2TeacherId,1000334,2Subject,Science,2Room,208,3TeacherId,100035,3Subject,Cooking,3Room,108,4TeacherId,1000311,4Subject,Writing,4Room,310,5TeacherId,1000327,5Subject,Music,5Room,303,6TeacherId,1000326,6Subject,Literature,6Room,206,7TeacherId,1000331,7Subject,Math,7Room,301
123456817,First28,Last28,C,student28@school.edu,555-0128,2008-05-01,M,8,Central High School,CHS,Central High School,128 Main St,Anytown,CA,90210,Parent28,555-0228,parent28@email.com,CaseManager4,60,Goal for student 28,Notes for student 28,Plan 2,Speech2,MH1,OT1,2024-05-15,2024-11-15,2024-05-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000315,1Subject,Drama,1Room,103,2TeacherId,1000323,2Subject,Calculus,2Room,309,3TeacherId,100031,3Subject,Writing,3Room,206,4TeacherId,1000310,4Subject,Math,4Room,302,5TeacherId,1000312,5Subject,Computer Science,5Room,310,6TeacherId,1000331,6Subject,Government,6Room,106,7TeacherId,1000334,7Subject,Algebra,7Room,208
123456818,First29,Last29,D,student29@school.edu,555-0129,2008-06-02,F,9,Central High School,CHS,Central High School,129 Main St,Anytown,CA,90210,Parent29,555-0229,parent29@email.com,CaseManager5,90,Goal for student 29,Notes for student 29,Plan 3,Speech3,MH2,OT2,2024-06-15,2024-12-15,2024-06-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000335,1Subject,Geography,1Room,202,2TeacherId,1000317,2Subject,Grammar,2Room,206,3TeacherId,1000325,3Subject,Art,3Room,310,4TeacherId,1000330,4Subject,Literature,4Room,210,5TeacherId,1000341,5Subject,Computer Science,5Room,308,6TeacherId,1000340,6Subject,Sociology,6Room,304,7TeacherId,100033,7Subject,Geography,7Room,310
123456819,First30,Last30,E,student30@school.edu,555-0130,2008-07-03,M,10,Central High School,CHS,Central High School,130 Main St,Anytown,CA,90210,Parent30,555-0230,parent30@email.com,CaseManager1,120,Goal for student 30,Notes for student 30,Plan 1,Speech1,MH1,OT1,2024-07-15,2024-13-15,2024-07-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000328,1Subject,Grammar,1Room,305,2TeacherId,1000312,2Subject,Health,2Room,208,3TeacherId,1000314,3Subject,Health,3Room,109,4TeacherId,100037,4Subject,Cooking,4Room,210,5TeacherId,1000325,5Subject,Chemistry,5Room,106,6TeacherId,100038,6Subject,Math,6Room,305,7TeacherId,100035,7Subject,Physics,7Room,207
123456820,First31,Last31,F,student31@school.edu,555-0131,2008-08-04,F,11,Central High School,CHS,Central High School,131 Main St,Anytown,CA,90210,Parent31,555-0231,parent31@email.com,CaseManager2,150,Goal for student 31,Notes for student 31,Plan 2,Speech2,MH2,OT2,2024-08-15,2024-14-15,2024-08-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000322,1Subject,English,1Room,305,2TeacherId,1000327,2Subject,German,2Room,203,3TeacherId,1000326,3Subject,Music,3Room,102,4TeacherId,1000329,4Subject,Health,4Room,106,5TeacherId,1000341,5Subject,Grammar,5Room,306,6TeacherId,100037,6Subject,Chemistry,6Room,106,7TeacherId,100031,7Subject,Chemistry,7Room,108
123456821,First32,Last32,G,student32@school.edu,555-0132,2008-09-05,M,8,Central High School,CHS,Central High School,132 Main St,Anytown,CA,90210,Parent32,555-0232,parent32@email.com,CaseManager3,60,Goal for student 32,Notes for student 32,Plan 3,Speech3,MH1,OT1,2024-09-15,2024-15-15,2024-09-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000314,1Subject,Music,1Room,104,2TeacherId,1000323,2Subject,Sociology,2Room,308,3TeacherId,1000342,3Subject,Math,3Room,204,4TeacherId,1000332,4Subject,Psychology,4Room,301,5TeacherId,1000345,5Subject,Biology,5Room,102,6TeacherId,1000334,6Subject,Sociology,6Room,108,7TeacherId,1000318,7Subject,Computer Science,7Room,202
123456822,First33,Last33,H,student33@school.edu,555-0133,2008-10-06,F,9,Central High School,CHS,Central High School,133 Main St,Anytown,CA,90210,Parent33,555-0233,parent33@email.com,CaseManager4,90,Goal for student 33,Notes for student 33,Plan 1,Speech1,MH2,OT2,2024-10-15,2024-16-15,2024-10-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,100034,1Subject,German,1Room,101,2TeacherId,1000321,2Subject,Art,2Room,207,3TeacherId,1000315,3Subject,Grammar,3Room,103,4TeacherId,1000323,4Subject,Government,4Room,307,5TeacherId,1000334,5Subject,Literature,5Room,209,6TeacherId,1000335,6Subject,English,6Room,204,7TeacherId,1000319,7Subject,Music,7Room,304
123456823,First34,Last34,I,student34@school.edu,555-0134,2008-11-07,M,10,Central High School,CHS,Central High School,134 Main St,Anytown,CA,90210,Parent34,555-0234,parent34@email.com,CaseManager5,120,Goal for student 34,Notes for student 34,Plan 2,Speech2,MH1,OT1,2024-11-15,2024-17-15,2024-11-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000328,1Subject,Drama,1Room,302,2TeacherId,1000342,2Subject,French,2Room,108,3TeacherId,1000338,3Subject,French,3Room,310,4TeacherId,1000330,4Subject,Government,4Room,210,5TeacherId,1000328,5Subject,Literature,5Room,305,6TeacherId,1000340,6Subject,Calculus,6Room,201,7TeacherId,100039,7Subject,Physics,7Room,206
123456824,First35,Last35,J,student35@school.edu,555-0135,2008-12-08,F,11,Central High School,CHS,Central High School,135 Main St,Anytown,CA,90210,Parent35,555-0235,parent35@email.com,CaseManager1,150,Goal for student 35,Notes for student 35,Plan 3,Speech3,MH2,OT2,2024-12-15,2024-18-15,2024-12-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,100038,1Subject,Health,1Room,109,2TeacherId,1000325,2Subject,Photography,2Room,201,3TeacherId,1000319,3Subject,Spanish,3Room,205,4TeacherId,100000,4Subject,Biology,4Room,307,5TeacherId,100038,5Subject,Cooking,5Room,204,6TeacherId,1000330,6Subject,English,6Room,310,7TeacherId,1000330,7Subject,Computer Science,7Room,201
123456825,First36,Last36,K,student36@school.edu,555-0136,2008-01-09,M,8,Central High School,CHS,Central High School,136 Main St,Anytown,CA,90210,Parent36,555-0236,parent36@email.com,CaseManager2,60,Goal for student 36,Notes for student 36,Plan 1,Speech1,MH1,OT1,2024-01-15,2024-07-15,2024-01-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000345,1Subject,Calculus,1Room,209,2TeacherId,100000,2Subject,Physical Education,2Room,302,3TeacherId,1000316,3Subject,Art,3Room,106,4TeacherId,1000334,4Subject,Calculus,4Room,209,5TeacherId,1000314,5Subject,Cooking,5Room,208,6TeacherId,1000317,6Subject,Physical Education,6Room,310,7TeacherId,100038,7Subject,French,7Room,103
123456826,First37,Last37,L,student37@school.edu,555-0137,2008-02-10,F,9,Central High School,CHS,Central High School,137 Main St,Anytown,CA,90210,Parent37,555-0237,parent37@email.com,CaseManager3,90,Goal for student 37,Notes for student 37,Plan 2,Speech2,MH2,OT2,2024-02-15,2024-08-15,2024-02-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000320,1Subject,Psychology,1Room,105,2TeacherId,100000,2Subject,Government,2Room,105,3TeacherId,1000331,3Subject,Computer Science,3Room,204,4TeacherId,100000,4Subject,Math,4Room,107,5TeacherId,100035,5Subject,Spanish,5Room,102,6TeacherId,100039,6Subject,Spanish,6Room,208,7TeacherId,100033,7Subject,Sociology,7Room,303
123456827,First38,Last38,M,student38@school.edu,555-0138,2008-03-11,M,10,Central High School,CHS,Central High School,138 Main St,Anytown,CA,90210,Parent38,555-0238,parent38@email.com,CaseManager4,120,Goal for student 38,Notes for student 38,Plan 3,Speech3,MH1,OT1,2024-03-15,2024-09-15,2024-03-10,None,20/20,Normal,Proficient,Advanced,1TeacherId,1000335,1Subject,Math,1Room,310,2TeacherId,1000319,2Subject,Writing,2Room,302,3TeacherId,1000344,3Subject,Art,3Room,304,4TeacherId,1000323,4Subject,Calculus,4Room,305,5TeacherId,1000315,5Subject,Geography,5Room,102,6TeacherId,100034,6Subject,Calculus,6Room,104,7TeacherId,1000323,7Subject,Spanish,7Room,210
